Open,High,Low,Close,Timestamp
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:55
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:54
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:53
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:52
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:51
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:50
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:49
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:48
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:47
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:46
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:45
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:44
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:43
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:42
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:41
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:40
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:39
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:38
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:37
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:36
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:35
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:34
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:33
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:32
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:31
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:30
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:29
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:28
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:27
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:26
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:25
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:24
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:23
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:22
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:21
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:20
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:19
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:18
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:17
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:16
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:15
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:14
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:13
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:12
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:11
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:10
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:09
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:08
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:07
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:06
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:05
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:04
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:03
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:02
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:01
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:17:00
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:59
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:58
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:57
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:56
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:55
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:54
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:53
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:52
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:51
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:50
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:49
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:48
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:47
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:46
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:45
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:44
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:43
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:42
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:41
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:40
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:39
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:38
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:37
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:36
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:35
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:34
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:33
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:32
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:31
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:30
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:29
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:28
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:27
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:26
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:25
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:24
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:23
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:22
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:21
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:20
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:19
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:18
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:17
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:16
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:15
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:14
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:13
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:12
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:11
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:10
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:09
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:08
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:07
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:06
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:05
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:04
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:03
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:02
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:01
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:16:00
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:59
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:58
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:57
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:56
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:55
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:54
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:53
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:52
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:51
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:50
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:49
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:48
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:47
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:46
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:45
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:44
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:43
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:42
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:41
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:40
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:39
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:38
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:37
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:36
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:35
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:34
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:33
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:32
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:31
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:30
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:29
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:28
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:27
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:26
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:25
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:24
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:23
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:22
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:21
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:20
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:19
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:18
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:17
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:16
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:15
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:14
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:13
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:12
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:11
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:10
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:09
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:08
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:07
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:06
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:05
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:04
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:03
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:02
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:01
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:15:00
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:59
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:58
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:57
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:56
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:55
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:54
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:53
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:52
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:51
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:50
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:49
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:48
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:47
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:46
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:45
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:44
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:43
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:42
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:41
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:40
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:39
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:38
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:37
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:36
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:35
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:34
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:33
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:32
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:31
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:30
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:29
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:28
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:27
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:26
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:25
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:24
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:23
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:22
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:21
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:20
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:19
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:18
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:17
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:16
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:15
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:14
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:13
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:12
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:11
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:10
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:09
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:08
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:07
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:06
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:05
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:04
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:03
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:02
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:01
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:14:00
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:59
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:58
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:57
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:56
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:55
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:54
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:53
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:52
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:51
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:50
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:49
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:48
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:47
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:46
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:45
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:44
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:43
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:42
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:41
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:40
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:39
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:38
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:37
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:36
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:35
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:34
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:33
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:32
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:31
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:30
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:29
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:28
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:27
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:26
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:25
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:24
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:23
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:22
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:21
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:20
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:19
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:18
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:17
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:16
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:15
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:14
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:13
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:12
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:11
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:10
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:09
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:08
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:07
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:06
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:05
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:04
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:03
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:02
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:01
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:13:00
4117.37,4117.37,4117.37,4117.37,2023-10-27 15:12:59
